Crime_ID,FIR_Date,FIR_Time,State,District,Police_Station,Crime_Category,Crime_Subcategory,Severity,Victim_Age,Victim_Gender,Suspect_Age,Suspect_Gender,Weapon_Used,Arrest_Status,Case_Status,Latitude,Longitude,Estimated_Loss_INR,Crime_Description
CR202301202,2024-07-08,17:13,Delhi,New Delhi,New Delhi Police Station,Assault,Physical Assault,Low,29,Female,60,Female,,Not Arrested,Closed,30.4817,75.2957,335540,Physical Assault reported in New Delhi.
CR202301203,2022-01-08,23:02,Maharashtra,Pune,Pune Police Station,Sexual Harassment,Harassment,High,54,Female,50,Female,,Not Arrested,Chargesheet Filed,29.756,83.4075,52079,Harassment reported in Pune.
CR202301204,2025-04-03,14:33,Tamil Nadu,Madurai,Madurai Police Station,Murder,Homicide,High,43,Female,29,Male,Knife,Not Arrested,Closed,8.0784,95.407,429394,Homicide reported in Madurai.
CR202301205,2025-11-02,05:50,West Bengal,Siliguri,Siliguri Police Station,Assault,Physical Assault,Medium,66,Female,60,Male,Firearm,Arrested,Under Investigation,16.3809,92.7671,199705,Physical Assault reported in Siliguri.
CR202301206,2023-08-08,22:12,Bihar,Gaya,Gaya Police Station,Murder,Homicide,High,28,Male,65,Male,,Not Arrested,Chargesheet Filed,13.5568,85.336,46578,Homicide reported in Gaya.
CR202301207,2025-04-11,15:53,Kerala,Thiruvananthapuram,Thiruvananthapuram Police Station,Robbery,Armed Robbery,Medium,64,Male,19,Female,,Arrested,Closed,21.7869,87.2187,258343,Armed Robbery reported in Thiruvananthapuram.
CR202301208,2024-10-07,06:15,Gujarat,Vadodara,Vadodara Police Station,Domestic Violence,Domestic Abuse,Low,22,Female,51,Female,Knife,Arrested,Under Investigation,12.3722,76.4952,308280,Domestic Abuse reported in Vadodara.
CR202301209,2025-07-18,19:03,Madhya Pradesh,Bhopal,Bhopal Police Station,Theft,Vehicle Theft,Low,70,Female,22,Male,Firearm,Arrested,Chargesheet Filed,23.5858,79.0012,25655,Vehicle Theft reported in Bhopal.
CR202301210,2023-07-27,17:53,Haryana,Faridabad,Faridabad Police Station,Chain Snatching,Snatching,Low,51,Male,19,Male,Firearm,Arrested,Under Investigation,12.907,72.6599,128136,Snatching reported in Faridabad.
CR202301211,2022-05-15,15:49,Rajasthan,Jodhpur,Jodhpur Police Station,Drug Offence,Drug Possession,Low,46,Female,28,Female,,Arrested,Under Investigation,14.1982,74.1473,207995,Drug Possession reported in Jodhpur.
CR202301212,2023-06-01,18:02,Uttar Pradesh,Kanpur,Kanpur Police Station,Drug Offence,Drug Possession,High,51,Male,64,Female,Stick,Arrested,Under Investigation,17.8298,95.0849,310379,Drug Possession reported in Kanpur.
CR202301213,2025-09-21,20:30,Rajasthan,Jodhpur,Jodhpur Police Station,Theft,Vehicle Theft,High,41,Male,25,Male,Knife,Arrested,Under Investigation,21.9742,75.4521,198297,Vehicle Theft reported in Jodhpur.
CR202301214,2022-08-26,01:39,Rajasthan,Jodhpur,Jodhpur Police Station,Chain Snatching,Snatching,Medium,23,Female,39,Female,Stick,Arrested,Closed,20.2399,92.7719,189641,Snatching reported in Jodhpur.
CR202301215,2025-01-23,03:55,Maharashtra,Nagpur,Nagpur Police Station,Kidnapping,Abduction,Low,65,Male,58,Male,Knife,Arrested,Under Investigation,21.8089,96.8532,97820,Abduction reported in Nagpur.
CR202301216,2022-12-19,22:19,Tamil Nadu,Chennai,Chennai Police Station,Domestic Violence,Domestic Abuse,Low,21,Male,41,Male,,Arrested,Under Investigation,18.8458,75.1522,305297,Domestic Abuse reported in Chennai.
CR202301217,2022-05-29,20:05,Rajasthan,Jaipur,Jaipur Police Station,Burglary,House Break-in,Low,66,Male,35,Female,Firearm,Arrested,Closed,33.6452,87.8272,73161,House Break-in reported in Jaipur.
CR202301218,2022-08-24,04:08,Kerala,Thiruvananthapuram,Thiruvananthapuram Police Station,Robbery,Armed Robbery,Low,38,Female,64,Male,,Arrested,Under Investigation,22.0943,76.3107,164688,Armed Robbery reported in Thiruvananthapuram.
CR202301219,2024-08-25,13:36,Madhya Pradesh,Indore,Indore Police Station,Murder,Homicide,High,41,Male,39,Male,Firearm,Not Arrested,Chargesheet Filed,29.7217,79.5022,248283,Homicide reported in Indore.
CR202301220,2025-09-09,18:23,Bihar,Patna,Patna Police Station,Robbery,Armed Robbery,High,38,Male,33,Male,,Not Arrested,Under Investigation,16.8767,80.758,377404,Armed Robbery reported in Patna.
CR202301221,2024-05-23,13:47,Bihar,Gaya,Gaya Police Station,Missing Person,Missing Adult,Medium,47,Female,46,Male,Stick,Not Arrested,Closed,25.477,79.2853,183664,Missing Adult reported in Gaya.
CR202301222,2022-09-23,21:12,Uttar Pradesh,Varanasi,Varanasi Police Station,Missing Person,Missing Adult,Low,68,Male,18,Male,Knife,Not Arrested,Closed,17.6162,77.0216,458518,Missing Adult reported in Varanasi.
CR202301223,2025-07-24,20:47,Haryana,Gurugram,Gurugram Police Station,Domestic Violence,Domestic Abuse,High,20,Female,61,Male,,Not Arrested,Under Investigation,34.8401,75.4235,37533,Domestic Abuse reported in Gurugram.
CR202301224,2022-06-10,13:48,West Bengal,Kolkata,Kolkata Police Station,Drug Offence,Drug Possession,Low,38,Female,52,Male,Stick,Arrested,Closed,29.8062,74.5556,389987,Drug Possession reported in Kolkata.
CR202301225,2024-03-27,17:33,Bihar,Patna,Patna Police Station,Chain Snatching,Snatching,Medium,19,Male,47,Female,Knife,Arrested,Chargesheet Filed,11.8965,90.0101,415893,Snatching reported in Patna.
CR202301226,2023-11-17,07:13,Bihar,Gaya,Gaya Police Station,Murder,Homicide,Medium,50,Female,57,Female,Knife,Arrested,Chargesheet Filed,34.7829,80.8492,374785,Homicide reported in Gaya.
CR202301227,2023-01-20,20:54,Maharashtra,Nagpur,Nagpur Police Station,Missing Person,Missing Adult,Medium,42,Female,19,Female,Knife,Arrested,Under Investigation,18.0552,68.1426,215791,Missing Adult reported in Nagpur.
CR202301228,2022-12-09,17:57,Kerala,Kochi,Kochi Police Station,Sexual Harassment,Harassment,Medium,26,Male,50,Female,Stick,Arrested,Closed,20.4058,86.0551,86849,Harassment reported in Kochi.
CR202301229,2022-05-16,04:01,Bihar,Patna,Patna Police Station,Assault,Physical Assault,Medium,69,Male,49,Male,,Arrested,Closed,8.8894,69.2871,180355,Physical Assault reported in Patna.
CR202301230,2023-09-12,00:55,Haryana,Gurugram,Gurugram Police Station,Fraud,Online Fraud,High,51,Female,63,Female,Firearm,Arrested,Chargesheet Filed,22.1627,88.1637,30287,Online Fraud reported in Gurugram.
CR202301231,2022-02-20,03:34,Madhya Pradesh,Bhopal,Bhopal Police Station,Chain Snatching,Snatching,Medium,46,Male,33,Male,Knife,Arrested,Chargesheet Filed,20.2099,84.4134,104858,Snatching reported in Bhopal.
CR202301232,2025-05-19,05:40,Maharashtra,Mumbai,Mumbai Police Station,Assault,Physical Assault,Low,37,Male,52,Male,Firearm,Arrested,Chargesheet Filed,33.7607,77.2271,143807,Physical Assault reported in Mumbai.
CR202301233,2023-07-21,08:53,Kerala,Thiruvananthapuram,Thiruvananthapuram Police Station,Drug Offence,Drug Possession,High,48,Male,36,Female,Knife,Arrested,Under Investigation,32.7176,73.6184,369073,Drug Possession reported in Thiruvananthapuram.
CR202301234,2023-06-02,06:54,Telangana,Warangal,Warangal Police Station,Murder,Homicide,High,22,Male,65,Female,,Arrested,Under Investigation,21.312,92.0328,66716,Homicide reported in Warangal.
CR202301235,2023-04-18,02:05,Odisha,Bhubaneswar,Bhubaneswar Police Station,Fraud,Online Fraud,Medium,53,Female,61,Female,Stick,Arrested,Under Investigation,23.3947,86.8562,287717,Online Fraud reported in Bhubaneswar.
CR202301236,2024-02-24,06:18,Punjab,Amritsar,Amritsar Police Station,Sexual Harassment,Harassment,High,36,Female,63,Female,,Not Arrested,Under Investigation,16.512,75.0079,74590,Harassment reported in Amritsar.
CR202301237,2022-09-01,05:51,Delhi,New Delhi,New Delhi Police Station,Sexual Harassment,Harassment,Low,31,Male,25,Female,Firearm,Not Arrested,Chargesheet Filed,34.3714,79.6555,409408,Harassment reported in New Delhi.
CR202301238,2022-02-23,13:55,Madhya Pradesh,Bhopal,Bhopal Police Station,Theft,Vehicle Theft,High,59,Female,25,Female,,Not Arrested,Closed,8.4784,76.4417,409133,Vehicle Theft reported in Bhopal.
CR202301239,2023-03-22,14:10,Uttar Pradesh,Varanasi,Varanasi Police Station,Assault,Physical Assault,High,62,Female,25,Female,,Arrested,Closed,32.8042,90.0322,255412,Physical Assault reported in Varanasi.
CR202301240,2025-04-15,04:05,Bihar,Patna,Patna Police Station,Theft,Vehicle Theft,Medium,45,Female,28,Male,,Not Arrested,Closed,21.9005,94.3379,358337,Vehicle Theft reported in Patna.
CR202301241,2022-05-06,22:17,Haryana,Gurugram,Gurugram Police Station,Drug Offence,Drug Possession,Medium,69,Female,31,Male,Firearm,Not Arrested,Chargesheet Filed,18.5992,84.2712,110841,Drug Possession reported in Gurugram.
CR202301242,2023-08-25,04:46,Karnataka,Mysuru,Mysuru Police Station,Missing Person,Missing Adult,Low,63,Male,39,Male,Firearm,Not Arrested,Under Investigation,12.2721,74.8577,42431,Missing Adult reported in Mysuru.
CR202301243,2025-10-14,15:36,Haryana,Faridabad,Faridabad Police Station,Assault,Physical Assault,Low,54,Female,55,Female,Knife,Not Arrested,Under Investigation,32.6449,74.959,59024,Physical Assault reported in Faridabad.
CR202301244,2023-05-20,10:46,Tamil Nadu,Madurai,Madurai Police Station,Burglary,House Break-in,Low,57,Female,58,Female,,Not Arrested,Chargesheet Filed,10.6907,79.1572,143951,House Break-in reported in Madurai.
CR202301245,2024-08-28,23:27,Bihar,Gaya,Gaya Police Station,Murder,Homicide,High,46,Female,44,Male,Knife,Arrested,Closed,9.6948,79.9552,464261,Homicide reported in Gaya.
CR202301246,2025-04-06,13:08,Uttar Pradesh,Varanasi,Varanasi Police Station,Burglary,House Break-in,Low,30,Female,64,Male,,Not Arrested,Closed,26.3005,68.7623,338715,House Break-in reported in Varanasi.
CR202301247,2022-12-09,16:12,Uttar Pradesh,Lucknow,Lucknow Police Station,Drug Offence,Drug Possession,Low,66,Male,20,Male,Knife,Arrested,Chargesheet Filed,22.403,71.546,412039,Drug Possession reported in Lucknow.
CR202301248,2022-02-13,13:04,Karnataka,Mangaluru,Mangaluru Police Station,Fraud,Online Fraud,High,44,Female,42,Male,Stick,Not Arrested,Closed,23.816,68.7026,395210,Online Fraud reported in Mangaluru.
CR202301249,2023-11-26,22:00,Tamil Nadu,Madurai,Madurai Police Station,Assault,Physical Assault,High,56,Male,30,Male,Stick,Arrested,Chargesheet Filed,20.3821,77.2332,126576,Physical Assault reported in Madurai.
CR202301250,2025-10-07,20:48,Rajasthan,Jodhpur,Jodhpur Police Station,Sexual Harassment,Harassment,High,50,Female,28,Female,Knife,Arrested,Chargesheet Filed,15.859,84.4862,300018,Harassment reported in Jodhpur.
CR202301251,2022-09-22,20:44,Bihar,Gaya,Gaya Police Station,Missing Person,Missing Adult,High,21,Female,27,Female,,Arrested,Closed,13.2759,82.2133,490588,Missing Adult reported in Gaya.
CR202301252,2024-02-27,17:53,Telangana,Hyderabad,Hyderabad Police Station,Fraud,Online Fraud,High,48,Female,32,Male,,Not Arrested,Closed,22.5731,74.6475,459533,Online Fraud reported in Hyderabad.
CR202301253,2024-12-08,08:43,Uttar Pradesh,Kanpur,Kanpur Police Station,Burglary,House Break-in,Low,19,Male,52,Female,,Not Arrested,Chargesheet Filed,23.7767,93.8471,454076,House Break-in reported in Kanpur.
CR202301254,2023-11-27,14:53,Kerala,Kochi,Kochi Police Station,Theft,Vehicle Theft,High,31,Female,51,Female,Knife,Arrested,Under Investigation,27.182,82.8977,204808,Vehicle Theft reported in Kochi.
CR202301255,2024-11-04,21:00,Telangana,Hyderabad,Hyderabad Police Station,Sexual Harassment,Harassment,High,70,Male,25,Male,Firearm,Not Arrested,Closed,22.0945,85.812,346435,Harassment reported in Hyderabad.
CR202301256,2025-01-09,21:01,Karnataka,Mysuru,Mysuru Police Station,Domestic Violence,Domestic Abuse,Low,44,Male,53,Male,,Not Arrested,Under Investigation,23.4577,72.949,53625,Domestic Abuse reported in Mysuru.
CR202301257,2022-11-09,02:44,Punjab,Ludhiana,Ludhiana Police Station,Missing Person,Missing Adult,Low,65,Female,41,Female,Firearm,Not Arrested,Under Investigation,33.9713,76.0228,412578,Missing Adult reported in Ludhiana.
CR202301258,2024-07-08,10:07,Gujarat,Ahmedabad,Ahmedabad Police Station,Domestic Violence,Domestic Abuse,Medium,68,Female,61,Male,Stick,Not Arrested,Under Investigation,28.4448,70.504,394684,Domestic Abuse reported in Ahmedabad.
CR202301259,2024-12-10,23:46,Odisha,Bhubaneswar,Bhubaneswar Police Station,Missing Person,Missing Adult,High,41,Female,53,Male,Knife,Arrested,Closed,20.144,78.0084,6136,Missing Adult reported in Bhubaneswar.
CR202301260,2023-07-03,18:30,West Bengal,Kolkata,Kolkata Police Station,Cyber Crime,Phishing,High,24,Female,45,Female,Stick,Arrested,Under Investigation,28.363,88.6939,220261,Phishing reported in Kolkata.
CR202301261,2025-11-06,01:40,Kerala,Thiruvananthapuram,Thiruvananthapuram Police Station,Murder,Homicide,Medium,42,Male,19,Female,Stick,Not Arrested,Chargesheet Filed,33.0173,83.0122,441339,Homicide reported in Thiruvananthapuram.
CR202301262,2024-08-02,03:31,Punjab,Amritsar,Amritsar Police Station,Kidnapping,Abduction,Medium,39,Male,58,Female,Stick,Not Arrested,Closed,25.2948,79.5357,194006,Abduction reported in Amritsar.
CR202301263,2023-01-20,16:31,Telangana,Hyderabad,Hyderabad Police Station,Missing Person,Missing Adult,Medium,38,Male,62,Female,Knife,Not Arrested,Closed,22.2016,83.8919,448958,Missing Adult reported in Hyderabad.
CR202301264,2022-04-20,15:33,Bihar,Patna,Patna Police Station,Robbery,Armed Robbery,High,57,Male,45,Male,Firearm,Arrested,Under Investigation,29.4752,72.2963,472814,Armed Robbery reported in Patna.
CR202301265,2025-06-17,20:55,Punjab,Ludhiana,Ludhiana Police Station,Chain Snatching,Snatching,Medium,38,Male,24,Female,Stick,Arrested,Chargesheet Filed,28.3321,90.5397,155573,Snatching reported in Ludhiana.
CR202301266,2022-11-27,03:24,Uttar Pradesh,Kanpur,Kanpur Police Station,Assault,Physical Assault,High,20,Male,39,Male,Knife,Arrested,Chargesheet Filed,26.298,81.2725,465059,Physical Assault reported in Kanpur.
CR202301267,2023-10-07,21:50,Rajasthan,Jodhpur,Jodhpur Police Station,Assault,Physical Assault,Medium,49,Female,54,Female,Knife,Not Arrested,Chargesheet Filed,26.8249,76.7099,234744,Physical Assault reported in Jodhpur.
CR202301268,2024-03-19,23:48,Rajasthan,Udaipur,Udaipur Police Station,Robbery,Armed Robbery,Medium,63,Male,38,Male,,Arrested,Chargesheet Filed,20.1782,81.6679,494247,Armed Robbery reported in Udaipur.
CR202301269,2025-05-11,09:44,Haryana,Faridabad,Faridabad Police Station,Domestic Violence,Domestic Abuse,High,38,Female,38,Female,Firearm,Arrested,Closed,24.346,70.3646,468655,Domestic Abuse reported in Faridabad.
CR202301270,2023-11-08,10:35,West Bengal,Kolkata,Kolkata Police Station,Kidnapping,Abduction,Medium,20,Male,22,Male,Firearm,Not Arrested,Chargesheet Filed,11.0537,72.6624,36909,Abduction reported in Kolkata.
CR202301271,2023-03-04,07:25,Punjab,Ludhiana,Ludhiana Police Station,Fraud,Online Fraud,Low,19,Male,20,Male,Knife,Arrested,Chargesheet Filed,30.1116,84.8533,475636,Online Fraud reported in Ludhiana.
CR202301272,2022-06-14,22:56,Karnataka,Mysuru,Mysuru Police Station,Sexual Harassment,Harassment,Medium,66,Female,23,Male,Knife,Arrested,Chargesheet Filed,11.0417,94.4724,181090,Harassment reported in Mysuru.
CR202301273,2025-09-19,13:46,Delhi,New Delhi,New Delhi Police Station,Missing Person,Missing Adult,Medium,66,Female,56,Female,Knife,Not Arrested,Closed,17.0082,75.2803,447496,Missing Adult reported in New Delhi.
CR202301274,2025-10-12,07:59,Karnataka,Mangaluru,Mangaluru Police Station,Murder,Homicide,High,65,Male,36,Female,Stick,Not Arrested,Chargesheet Filed,15.6247,95.1775,399333,Homicide reported in Mangaluru.
CR202301275,2022-12-23,19:44,Madhya Pradesh,Bhopal,Bhopal Police Station,Drug Offence,Drug Possession,High,60,Male,31,Male,,Arrested,Under Investigation,31.8421,89.3969,222899,Drug Possession reported in Bhopal.
CR202301276,2025-12-19,20:01,Tamil Nadu,Madurai,Madurai Police Station,Sexual Harassment,Harassment,Medium,46,Male,49,Male,,Not Arrested,Chargesheet Filed,20.1423,94.1857,472529,Harassment reported in Madurai.
CR202301277,2025-08-07,22:34,Delhi,New Delhi,New Delhi Police Station,Burglary,House Break-in,Medium,53,Male,55,Female,Firearm,Not Arrested,Under Investigation,19.3312,68.0045,54955,House Break-in reported in New Delhi.
CR202301278,2023-01-25,22:35,Haryana,Faridabad,Faridabad Police Station,Vandalism,Property Damage,Low,68,Male,31,Male,,Not Arrested,Under Investigation,10.572,84.2512,456098,Property Damage reported in Faridabad.
CR202301279,2023-03-10,21:06,Uttar Pradesh,Kanpur,Kanpur Police Station,Robbery,Armed Robbery,Low,39,Female,55,Male,Firearm,Arrested,Chargesheet Filed,18.7116,88.6176,461470,Armed Robbery reported in Kanpur.
CR202301280,2022-07-31,12:02,West Bengal,Siliguri,Siliguri Police Station,Theft,Vehicle Theft,High,54,Female,22,Female,Knife,Not Arrested,Closed,18.2241,82.4463,102621,Vehicle Theft reported in Siliguri.
CR202301281,2023-03-27,02:40,Madhya Pradesh,Bhopal,Bhopal Police Station,Kidnapping,Abduction,Low,24,Male,34,Female,Knife,Arrested,Closed,23.0427,77.2923,487747,Abduction reported in Bhopal.
CR202301282,2024-06-10,18:29,Telangana,Warangal,Warangal Police Station,Domestic Violence,Domestic Abuse,Low,58,Female,61,Male,Stick,Arrested,Under Investigation,20.8029,70.3761,318955,Domestic Abuse reported in Warangal.
CR202301283,2024-01-21,08:32,Maharashtra,Mumbai,Mumbai Police Station,Kidnapping,Abduction,Medium,66,Female,50,Female,,Arrested,Closed,13.6955,87.1091,310964,Abduction reported in Mumbai.
CR202301284,2022-06-22,20:57,Bihar,Gaya,Gaya Police Station,Cyber Crime,Phishing,High,56,Female,39,Male,Knife,Not Arrested,Under Investigation,13.4385,73.9228,212145,Phishing reported in Gaya.
CR202301285,2024-10-09,01:48,Uttar Pradesh,Lucknow,Lucknow Police Station,Drug Offence,Drug Possession,Medium,22,Female,24,Female,Firearm,Arrested,Under Investigation,26.1822,79.8184,130137,Drug Possession reported in Lucknow.
CR202301286,2023-10-01,07:43,Maharashtra,Pune,Pune Police Station,Drug Offence,Drug Possession,High,41,Female,58,Male,Firearm,Not Arrested,Chargesheet Filed,33.187,92.992,433267,Drug Possession reported in Pune.
CR202301287,2022-06-20,16:32,Punjab,Amritsar,Amritsar Police Station,Cyber Crime,Phishing,Low,54,Male,36,Female,Stick,Not Arrested,Chargesheet Filed,29.1889,83.4328,140512,Phishing reported in Amritsar.
CR202301288,2024-02-03,20:15,Gujarat,Ahmedabad,Ahmedabad Police Station,Domestic Violence,Domestic Abuse,Medium,39,Female,52,Female,,Arrested,Chargesheet Filed,31.7428,69.6131,365370,Domestic Abuse reported in Ahmedabad.
CR202301289,2024-09-17,23:38,Telangana,Hyderabad,Hyderabad Police Station,Theft,Vehicle Theft,Low,68,Female,39,Male,Firearm,Not Arrested,Chargesheet Filed,13.2884,69.8573,390925,Vehicle Theft reported in Hyderabad.
CR202301290,2022-08-05,03:29,Rajasthan,Jodhpur,Jodhpur Police Station,Drug Offence,Drug Possession,High,19,Male,37,Male,Knife,Arrested,Chargesheet Filed,21.7698,73.1585,474631,Drug Possession reported in Jodhpur.
CR202301291,2024-01-03,09:59,Madhya Pradesh,Bhopal,Bhopal Police Station,Theft,Vehicle Theft,High,33,Female,59,Male,Stick,Arrested,Closed,33.492,92.4917,423592,Vehicle Theft reported in Bhopal.
CR202301292,2022-01-29,20:54,Odisha,Bhubaneswar,Bhubaneswar Police Station,Assault,Physical Assault,Medium,55,Female,43,Male,Firearm,Not Arrested,Chargesheet Filed,8.5015,85.0909,143304,Physical Assault reported in Bhubaneswar.
CR202301293,2022-08-21,20:22,Karnataka,Bengaluru,Bengaluru Police Station,Murder,Homicide,Low,29,Male,24,Female,Knife,Not Arrested,Chargesheet Filed,8.6258,90.3065,454114,Homicide reported in Bengaluru.
